"CURRENT.BUILDING.EVAL.SCORE","PROPERTY.TYPE","YEAR.BUILT","CONFIRMED.UNITS","CONFIRMED.STOREYS","BUILDING.CLEANLINESS","BUILDING.EXTERIOR","COMMON.AREA.PESTS"
83,"PRIVATE",1930,18,3,3,1,3
70,"PRIVATE",1918,30,3,2,2,3
90,"PRIVATE",1918,30,3,3,2,3
92,"TCHC",1993,113,5,1,3,3
99,"TCHC",1993,113,5,3,3,3
75,"SOCIAL HOUSING",1916,15,4,2,2,3
79,"SOCIAL HOUSING",1916,15,4,1,2,3
96,"PRIVATE",1965,119,14,3,3,3
83,"PRIVATE",1933,24,4,2,2,3
86,"PRIVATE",1933,24,4,2,3,3
85,"PRIVATE",1959,42,6,3,1,3
93,"PRIVATE",1959,42,6,3,2,3
92,"PRIVATE",1932,24,4,3,1,3
93,"PRIVATE",1932,24,4,3,3,3
84,"PRIVATE",1932,24,4,3,2,3
92,"PRIVATE",1932,24,4,3,3,3
83,"PRIVATE",1943,32,4,3,2,3
96,"PRIVATE",1956,85,9,3,2,3
86,"PRIVATE",1967,36,4,3,2,3
91,"PRIVATE",1974,76,8,3,2,3
91,"PRIVATE",1974,76,8,3,2,3
75,"PRIVATE",1960,10,3,1,2,3
81,"PRIVATE",1960,10,3,3,2,3
90,"PRIVATE",1965,62,5,3,1,3
88,"PRIVATE",1965,62,5,3,1,3
92,"PRIVATE",1965,61,5,3,2,3
99,"PRIVATE",1965,61,5,3,3,3
89,"PRIVATE",1974,175,14,3,2,3
86,"PRIVATE",1961,58,6,3,2,3
91,"PRIVATE",1961,58,6,2,1,3
94,"TCHC",1979,330,11,2,2,3
96,"TCHC",1979,330,11,3,3,3
93,"PRIVATE",1965,180,15,3,3,2
78,"PRIVATE",1969,177,9,2,1,3
75,"PRIVATE",1969,177,9,3,1,3
93,"PRIVATE",1973,92,9,3,2,3
81,"SOCIAL HOUSING",1992,41,4,2,1,3
81,"PRIVATE",1920,11,3,2,2,3
94,"PRIVATE",1929,48,4,3,3,3
90,"PRIVATE",1922,13,3,3,2,3
83,"PRIVATE",1910,10,3,3,2,3
96,"PRIVATE",1968,291,24,3,3,3
97,"TCHC",1972,69,8,3,3,3
82,"PRIVATE",1929,39,3,3,3,3
67,"PRIVATE",1950,24,3,1,2,1
89,"PRIVATE",1979,249,16,3,3,2
89,"PRIVATE",1960,151,9,3,3,1
90,"PRIVATE",2013,62,7,3,3,3
97,"PRIVATE",2013,62,7,3,2,3
84,"TCHC",1981,247,7,2,2,3
89,"PRIVATE",1967,59,13,3,3,3
98,"PRIVATE",1965,95,17,3,3,2
94,"PRIVATE",1970,13,4,3,2,3
89,"PRIVATE",1969,137,12,3,3,3
77,"SOCIAL HOUSING",2007,14,3,3,2,3
83,"SOCIAL HOUSING",2007,14,3,2,1,3
78,"PRIVATE",1930,16,4,3,3,3
87,"PRIVATE",1930,16,4,3,2,2
96,"PRIVATE",1969,100,10,3,3,3
92,"PRIVATE",1964,180,12,3,3,3
86,"TCHC",1983,255,15,1,2,3
91,"TCHC",1983,255,15,3,2,3
75,"PRIVATE",1960,26,3,2,2,3
80,"PRIVATE",1960,26,3,3,2,3
76,"PRIVATE",1958,17,3,3,3,3
92,"PRIVATE",1976,575,22,2,2,3
95,"PRIVATE",1959,77,4,3,3,3
93,"PRIVATE",1963,141,12,3,1,3
86,"PRIVATE",1962,63,6,3,2,3
83,"PRIVATE",1970,60,5,3,2,3
89,"PRIVATE",1970,60,5,3,1,3
82,"PRIVATE",1963,111,10,3,1,3
89,"PRIVATE",1964,55,6,3,1,3
93,"PRIVATE",1963,123,13,3,2,3
88,"PRIVATE",1931,12,3,3,1,3
82,"PRIVATE",1968,33,4,2,2,3
91,"PRIVATE",1968,33,4,3,3,3
89,"PRIVATE",1967,229,18,3,2,3
96,"PRIVATE",1967,229,18,3,2,3
90,"TCHC",1985,53,9,2,1,3
97,"TCHC",1985,53,9,3,2,3
85,"TCHC",1985,101,16,1,3,3
86,"PRIVATE",1961,120,14,3,3,3
82,"PRIVATE",1970,268,15,3,3,3
92,"TCHC",1955,36,4,3,1,3
86,"PRIVATE",1945,38,4,3,1,3
76,"PRIVATE",1959,20,3,3,2,3
77,"PRIVATE",1959,20,3,2,1,3
77,"PRIVATE",1968,267,23,2,1,3
78,"PRIVATE",1968,267,23,3,1,3
80,"PRIVATE",1971,419,24,2,1,3
91,"PRIVATE",1971,419,24,3,2,3
87,"PRIVATE",1956,11,3,3,2,3
82,"PRIVATE",1970,12,3,3,1,3
79,"PRIVATE",1956,11,3,3,1,3
81,"PRIVATE",2023,12,3,3,1,3
81,"PRIVATE",1956,11,3,3,1,3
78,"PRIVATE",2023,11,3,3,2,3
88,"TCHC",1969,36,3,2,3,3
90,"TCHC",1969,36,3,2,3,2
84,"TCHC",1969,45,3,2,2,3
91,"PRIVATE",1970,65,16,2,2,3
93,"PRIVATE",1943,32,4,3,3,3
95,"PRIVATE",1943,32,4,3,2,3
91,"PRIVATE",1943,32,4,3,2,3
96,"PRIVATE",1965,56,5,3,3,3
80,"PRIVATE",1940,25,5,2,2,3
84,"PRIVATE",1940,25,5,1,1,3
90,"PRIVATE",1926,36,4,3,2,3
93,"PRIVATE",1926,36,4,3,3,3
88,"PRIVATE",1926,36,4,3,3,3
90,"PRIVATE",1926,36,4,3,3,3
89,"PRIVATE",1926,36,4,3,2,3
87,"PRIVATE",1926,36,4,3,2,3
92,"PRIVATE",1940,24,4,3,3,3
89,"PRIVATE",1940,24,4,3,2,3
66,"PRIVATE",1950,33,3,1,1,3
73,"PRIVATE",1950,33,3,2,1,3
85,"PRIVATE",1955,35,4,3,2,3
81,"PRIVATE",1948,22,3,2,1,2
88,"PRIVATE",1948,22,3,3,2,3
88,"PRIVATE",1960,62,5,3,2,3
92,"PRIVATE",1960,62,5,3,2,3
83,"PRIVATE",1939,34,4,3,2,3
86,"PRIVATE",1939,34,4,3,2,3
91,"PRIVATE",1923,32,4,3,2,3
83,"PRIVATE",1954,73,6,3,1,3
83,"PRIVATE",1954,73,6,2,1,3
96,"PRIVATE",1930,25,3,2,3,3
89,"PRIVATE",1950,24,3,2,2,3
80,"PRIVATE",1950,24,3,2,3,3
95,"PRIVATE",1950,31,3,3,2,3
93,"PRIVATE",1940,23,3,3,3,3
89,"PRIVATE",1940,32,4,3,2,3
91,"PRIVATE",1960,21,4,3,3,3
99,"PRIVATE",1955,23,4,3,3,3
78,"PRIVATE",2004,15,3,3,2,3
96,"PRIVATE",1969,110,18,3,3,3
99,"PRIVATE",1969,110,18,3,3,3
93,"PRIVATE",1971,109,20,3,3,3
95,"PRIVATE",1973,41,4,3,3,3
97,"PRIVATE",1970,134,12,3,3,3
99,"PRIVATE",1970,134,12,3,3,3
96,"PRIVATE",1955,38,4,3,3,3
98,"PRIVATE",1955,38,4,3,2,3
85,"PRIVATE",1930,36,4,3,1,3
98,"TCHC",1993,83,7,3,3,3
96,"TCHC",1993,57,7,3,2,3
86,"TCHC",1956,75,3,2,2,2
88,"TCHC",1956,75,3,3,2,3
100,"PRIVATE",2025,389,38,3,3,3
92,"PRIVATE",1965,357,20,2,2,3
91,"PRIVATE",1965,357,20,3,2,3
89,"PRIVATE",1963,205,10,3,2,3
96,"PRIVATE",1963,205,10,2,2,3
88,"PRIVATE",1956,86,4,3,2,3
85,"TCHC",1954,52,4,1,2,1
92,"PRIVATE",1964,171,15,3,3,3
94,"PRIVATE",1964,171,15,3,3,3
91,"PRIVATE",1967,181,16,2,3,3
94,"PRIVATE",1967,181,16,3,3,3
92,"PRIVATE",1968,49,6,3,3,3
94,"PRIVATE",1968,49,6,3,3,3
94,"PRIVATE",1964,225,16,3,3,3
97,"PRIVATE",1964,225,16,3,3,3
81,"PRIVATE",1968,178,16,3,2,3
82,"PRIVATE",1962,55,6,2,1,3
82,"PRIVATE",1961,55,6,2,1,3
80,"PRIVATE",1969,95,10,2,1,3
73,"PRIVATE",1960,333,25,2,1,3
88,"PRIVATE",1950,40,4,3,2,3
83,"PRIVATE",1966,70,6,3,2,3
91,"PRIVATE",1966,70,6,3,2,3
93,"PRIVATE",1960,40,4,3,2,3
91,"PRIVATE",1960,43,4,2,2,3
96,"PRIVATE",1959,61,4,3,3,3
99,"PRIVATE",1959,61,4,3,3,3
95,"PRIVATE",1959,61,4,3,2,3
97,"PRIVATE",1959,61,4,3,3,3
95,"PRIVATE",1958,66,6,3,2,3
99,"PRIVATE",1958,66,6,3,3,3
83,"PRIVATE",1950,46,6,3,2,2
83,"PRIVATE",1950,46,6,3,1,3
87,"PRIVATE",1960,49,6,3,2,3
85,"SOCIAL HOUSING",1993,221,14,2,2,3
83,"PRIVATE",1971,226,19,1,3,3
95,"PRIVATE",1970,65,16,3,3,3
100,"PRIVATE",2020,315,35,3,3,3
100,"PRIVATE",2020,315,35,3,3,3
77,"PRIVATE",1964,109,10,2,2,3
84,"PRIVATE",1964,109,10,3,2,3
98,"PRIVATE",1964,188,16,3,3,3
99,"PRIVATE",1964,188,16,3,3,3
84,"PRIVATE",1956,37,4,3,2,3
90,"PRIVATE",1970,491,27,1,3,3
92,"PRIVATE",1970,491,27,3,3,3
96,"PRIVATE",1972,227,23,3,2,3
98,"PRIVATE",1972,227,23,3,3,3
93,"PRIVATE",1970,28,11,3,2,3
98,"PRIVATE",1962,160,13,3,2,3
96,"PRIVATE",1969,250,23,3,3,3
98,"PRIVATE",1969,250,23,3,3,3
98,"PRIVATE",1950,40,4,2,2,3
94,"PRIVATE",1957,31,4,2,2,3
93,"PRIVATE",1960,47,13,3,2,3
94,"PRIVATE",1961,15,4,3,3,3
99,"PRIVATE",1961,15,4,3,3,3
98,"PRIVATE",1966,134,15,3,3,3
99,"PRIVATE",1966,134,15,3,3,3
89,"PRIVATE",1966,163,15,3,2,3
95,"PRIVATE",1966,163,15,3,3,3
94,"PRIVATE",1965,218,16,3,2,3
93,"PRIVATE",1963,97,7,3,2,3
98,"PRIVATE",1963,97,7,3,2,3
85,"PRIVATE",1950,39,4,3,2,3
88,"PRIVATE",1950,72,5,3,2,3
93,"PRIVATE",1950,72,5,3,2,3
86,"PRIVATE",1941,52,3,2,2,3
83,"PRIVATE",1941,52,3,2,2,2
83,"PRIVATE",1953,15,3,1,1,3
59,"PRIVATE",1937,10,3,1,1,3
84,"PRIVATE",1951,75,7,3,3,3
64,"PRIVATE",1949,39,4,1,1,3
98,"PRIVATE",1953,62,5,3,2,3
89,"PRIVATE",1964,210,11,3,2,3
96,"PRIVATE",1964,210,11,3,3,3
89,"PRIVATE",1953,31,6,3,2,3
86,"PRIVATE",1976,83,10,2,2,3
93,"PRIVATE",1952,114,11,3,2,3
83,"PRIVATE",1953,62,6,1,2,3
97,"PRIVATE",1953,62,6,3,3,3
92,"PRIVATE",1961,149,10,3,2,3
64,"PRIVATE",1960,60,5,3,1,3
97,"PRIVATE",1964,117,14,3,2,3
75,"PRIVATE",1960,10,3,2,1,3
96,"TCHC",1992,160,7,3,2,3
96,"TCHC",1992,160,7,3,2,3
91,"PRIVATE",1970,47,6,3,1,3
98,"TCHC",1983,181,12,3,3,3
100,"TCHC",1983,181,12,3,3,3
96,"PRIVATE",1960,28,3,3,3,3
97,"PRIVATE",1960,28,3,3,3,3
87,"TCHC",1954,52,4,2,2,3
81,"PRIVATE",1970,39,6,2,2,3
91,"PRIVATE",1970,39,6,3,2,3
89,"PRIVATE",1885,11,3,3,1,3
93,"PRIVATE",1885,11,3,3,2,2
94,"PRIVATE",1969,254,21,3,3,3
99,"PRIVATE",1969,254,21,3,3,3
93,"PRIVATE",1968,124,15,3,3,3
94,"PRIVATE",1968,124,15,3,3,3
93,"PRIVATE",1967,148,20,3,3,3
95,"PRIVATE",1967,148,20,3,3,3
99,"PRIVATE",2001,44,8,3,3,3
93,"PRIVATE",1967,41,4,3,3,3
78,"PRIVATE",1970,47,7,3,2,3
84,"PRIVATE",1965,19,3,3,3,3
95,"PRIVATE",1965,19,3,3,3,3
78,"PRIVATE",1964,38,4,2,2,3
90,"PRIVATE",1964,38,4,2,2,3
83,"PRIVATE",1964,44,4,2,2,3
87,"PRIVATE",1964,44,4,3,2,3
82,"PRIVATE",1965,76,4,2,2,3
90,"PRIVATE",1965,76,4,3,1,3
91,"PRIVATE",1965,57,4,2,2,3
84,"PRIVATE",1966,48,4,3,1,3
87,"PRIVATE",1966,38,4,3,1,3
94,"PRIVATE",1964,185,19,3,2,3
90,"PRIVATE",1968,170,14,3,2,3
91,"PRIVATE",1968,170,14,3,2,3
95,"TCHC",1980,397,6,3,3,3
87,"PRIVATE",1960,171,16,3,2,3
96,"PRIVATE",1970,168,16,3,3,3
79,"PRIVATE",1930,24,4,2,1,3
94,"SOCIAL HOUSING",1985,53,5,3,3,3
94,"TCHC",1986,254,8,3,2,3
97,"SOCIAL HOUSING",2012,44,8,3,3,3
97,"PRIVATE",1949,36,3,3,3,3
96,"SOCIAL HOUSING",1995,134,8,3,2,3
97,"SOCIAL HOUSING",1995,134,8,3,3,3
95,"SOCIAL HOUSING",1992,125,9,3,3,3
75,"PRIVATE",1958,87,4,3,1,1
75,"PRIVATE",1951,11,3,3,1,3
86,"PRIVATE",1912,16,3,3,1,3
89,"PRIVATE",1912,16,3,2,2,3
70,"PRIVATE",1960,18,3,1,2,2
74,"PRIVATE",1960,18,3,1,1,2
63,"PRIVATE",1924,20,3,1,1,3
63,"PRIVATE",1930,13,3,3,1,3
42,"PRIVATE",1940,11,3,1,1,3
93,"PRIVATE",1967,356,20,3,2,3
95,"PRIVATE",1967,356,20,3,1,3
91,"PRIVATE",2008,19,3,3,2,3
94,"PRIVATE",2008,19,3,3,1,3
94,"TCHC",1989,138,7,3,3,3
92,"TCHC",1989,138,7,3,3,3
94,"PRIVATE",1963,97,7,3,2,3
98,"PRIVATE",1963,97,7,3,2,3
71,"PRIVATE",1930,16,3,1,2,3
65,"PRIVATE",1958,26,3,3,1,3
94,"PRIVATE",1958,26,3,3,1,3
88,"PRIVATE",1974,195,18,1,2,3
92,"PRIVATE",1974,152,14,2,2,3
93,"PRIVATE",1974,152,14,3,2,3
79,"PRIVATE",1971,140,18,3,3,3
90,"PRIVATE",1971,140,18,3,3,3
85,"PRIVATE",1960,48,5,3,2,3
91,"PRIVATE",1967,25,3,2,3,3
96,"PRIVATE",1967,25,3,3,3,3
83,"PRIVATE",1970,25,3,2,1,3
96,"PRIVATE",1967,85,11,3,3,3
89,"PRIVATE",1970,154,19,2,2,3
91,"PRIVATE",1970,154,19,3,2,3
87,"PRIVATE",1968,159,20,3,2,3
88,"PRIVATE",1968,159,20,3,2,3
90,"PRIVATE",1970,154,20,2,2,2
100,"SOCIAL HOUSING",2021,103,10,3,3,3
86,"TCHC",1970,224,19,1,1,3
84,"TCHC",1970,221,19,3,2,3
96,"TCHC",1970,221,19,1,3,3
93,"TCHC",1970,224,19,3,3,3
85,"PRIVATE",1957,11,3,3,2,3
97,"SOCIAL HOUSING",1996,175,5,3,3,3
96,"SOCIAL HOUSING",1996,175,5,3,2,3
90,"PRIVATE",1970,136,19,3,1,3
90,"PRIVATE",1955,22,4,3,2,3
94,"PRIVATE",1955,22,4,3,2,3
92,"PRIVATE",1955,22,4,3,2,3
92,"PRIVATE",1955,22,4,3,2,3
76,"PRIVATE",1955,20,4,3,1,3
90,"SOCIAL HOUSING",1984,160,8,3,3,3
94,"PRIVATE",1965,102,9,3,3,3
96,"PRIVATE",1965,102,9,3,3,3
96,"PRIVATE",1958,34,4,3,2,3
97,"PRIVATE",1958,34,4,3,3,3
87,"PRIVATE",1960,61,7,3,1,3
87,"PRIVATE",1960,19,4,3,1,3
92,"PRIVATE",1960,19,4,3,1,3
91,"PRIVATE",1974,225,19,3,1,3
81,"PRIVATE",1958,48,7,2,1,3
97,"PRIVATE",1958,48,7,3,2,3
82,"PRIVATE",1964,47,7,2,1,3
79,"PRIVATE",1964,47,7,1,1,3
98,"PRIVATE",2005,84,6,3,2,3
99,"PRIVATE",2005,84,6,3,3,3
92,"PRIVATE",1960,58,4,3,3,3
94,"PRIVATE",1960,58,4,3,3,3
89,"PRIVATE",1960,28,4,3,3,3
94,"PRIVATE",1960,28,4,3,3,3
83,"PRIVATE",1960,28,4,3,1,3
85,"PRIVATE",1958,31,3,3,2,3
95,"PRIVATE",1958,31,3,3,2,3
96,"PRIVATE",1958,30,4,3,2,3
78,"PRIVATE",1964,121,15,3,2,3
85,"PRIVATE",1964,121,15,3,2,3
92,"PRIVATE",1954,22,3,3,2,3
97,"PRIVATE",1962,24,5,3,3,3
84,"PRIVATE",1935,15,3,2,1,3
86,"PRIVATE",1935,15,3,3,2,3
69,"PRIVATE",1960,63,9,1,1,3
81,"PRIVATE",1960,63,9,2,2,3
64,"PRIVATE",1888,13,3,1,1,3
88,"PRIVATE",1982,238,22,3,2,3
93,"PRIVATE",1982,238,22,3,2,3
96,"PRIVATE",1974,163,24,3,3,3
95,"PRIVATE",1974,163,24,3,3,3
85,"PRIVATE",1959,42,5,3,1,3
94,"PRIVATE",1959,42,5,3,2,3
94,"PRIVATE",1959,42,5,3,2,3
85,"PRIVATE",1977,40,4,3,3,3
92,"PRIVATE",1977,40,4,3,2,3
82,"PRIVATE",1970,20,3,3,2,3
87,"PRIVATE",1970,20,3,3,1,3
65,"PRIVATE",1960,28,4,1,1,3
85,"PRIVATE",1960,28,4,3,2,3
60,"PRIVATE",1968,24,4,1,2,3
87,"PRIVATE",1968,141,12,2,3,3
69,"PRIVATE",1968,112,10,1,1,3
73,"PRIVATE",1945,11,3,2,2,3
94,"PRIVATE",1967,275,21,3,2,3
93,"PRIVATE",1967,275,21,3,1,3
94,"PRIVATE",1955,111,5,3,3,3
98,"PRIVATE",1955,111,5,3,3,3
97,"PRIVATE",1965,70,9,2,3,3
99,"PRIVATE",1965,70,9,3,3,3
78,"PRIVATE",1900,18,3,1,1,3
93,"PRIVATE",1900,18,3,3,2,3
84,"PRIVATE",1930,27,5,3,2,3
93,"PRIVATE",1930,27,5,3,2,3
91,"PRIVATE",1973,68,7,3,2,3
85,"PRIVATE",1958,66,7,1,2,2
75,"PRIVATE",1917,10,4,2,1,3
79,"PRIVATE",1917,10,4,3,1,3
81,"PRIVATE",1917,16,5,3,1,3
83,"SOCIAL HOUSING",2010,29,4,3,3,3
93,"SOCIAL HOUSING",1996,81,6,3,3,3
81,"PRIVATE",1954,26,3,3,2,3
93,"PRIVATE",1954,26,3,3,2,3
71,"PRIVATE",1970,137,14,2,1,3
92,"PRIVATE",1970,109,14,3,3,3
92,"PRIVATE",1970,109,14,3,2,3
73,"PRIVATE",1971,32,4,2,2,3
90,"TCHC",1967,135,16,3,3,2
89,"PRIVATE",1941,28,4,3,3,3
90,"PRIVATE",1941,37,4,3,2,3
81,"PRIVATE",1941,41,4,3,2,2
94,"PRIVATE",1941,41,4,3,3,3
96,"PRIVATE",1964,251,14,3,3,3
97,"PRIVATE",1964,251,14,3,2,3
82,"PRIVATE",1959,117,6,2,2,3
92,"PRIVATE",1962,112,7,3,2,3
96,"PRIVATE",1962,112,7,3,2,3
94,"PRIVATE",1971,113,7,3,1,3
83,"SOCIAL HOUSING",1993,166,14,2,1,2
95,"SOCIAL HOUSING",1993,166,14,3,2,3
91,"TCHC",1962,115,12,2,3,3
92,"TCHC",1962,115,12,1,1,3
94,"TCHC",1964,168,15,3,2,3
96,"TCHC",1964,168,15,3,3,3
89,"PRIVATE",1970,202,17,3,2,3
96,"PRIVATE",1970,221,18,3,3,3
96,"PRIVATE",1970,221,18,2,3,3
96,"PRIVATE",1953,11,3,3,2,3
97,"PRIVATE",1953,11,3,3,2,3
98,"PRIVATE",1953,11,3,3,2,3
98,"PRIVATE",1953,10,3,3,2,3
81,"TCHC",1957,31,3,1,3,3
85,"TCHC",1957,31,3,2,1,3
78,"TCHC",1957,31,3,2,3,3
84,"TCHC",1957,31,3,2,1,3
80,"TCHC",1957,31,3,1,3,3
88,"TCHC",1957,31,3,2,2,3
83,"TCHC",1957,30,4,2,2,3
79,"TCHC",1957,30,4,1,3,3
84,"TCHC",1957,30,4,1,2,3
80,"TCHC",1957,31,4,1,1,3
90,"TCHC",1957,31,4,3,2,3
86,"PRIVATE",1958,29,4,3,2,2
84,"PRIVATE",1958,29,4,3,1,3
94,"PRIVATE",1958,29,4,2,2,3
89,"PRIVATE",1958,30,4,2,2,3
88,"PRIVATE",1960,50,5,2,2,3
87,"PRIVATE",1960,29,4,3,2,3
78,"SOCIAL HOUSING",1950,10,3,1,1,3
90,"SOCIAL HOUSING",1950,10,3,3,2,3
76,"PRIVATE",1958,11,3,2,2,3
74,"PRIVATE",1958,11,3,1,1,3
70,"PRIVATE",1953,10,3,2,2,2
87,"PRIVATE",1962,37,5,3,2,3
83,"PRIVATE",1950,10,3,3,1,3
78,"PRIVATE",1950,16,3,2,1,2
79,"PRIVATE",1955,11,3,2,2,2
80,"PRIVATE",1955,17,4,3,1,3
91,"PRIVATE",1959,30,3,3,2,2
62,"PRIVATE",1964,67,7,2,1,3
72,"PRIVATE",1964,67,7,2,1,3
90,"PRIVATE",1966,80,9,2,1,3
93,"PRIVATE",1966,80,9,3,2,3
89,"PRIVATE",1967,77,8,3,2,3
80,"PRIVATE",1950,13,3,3,2,3
76,"PRIVATE",1956,13,3,2,1,2
89,"SOCIAL HOUSING",1983,130,9,3,2,3
92,"SOCIAL HOUSING",1983,130,9,3,3,3
91,"SOCIAL HOUSING",1989,164,11,3,3,3
91,"SOCIAL HOUSING",1989,164,11,3,2,3
88,"PRIVATE",1960,50,6,2,2,3
96,"PRIVATE",1967,275,21,3,2,3
90,"PRIVATE",1960,202,18,2,3,3
92,"PRIVATE",1960,202,18,3,3,3
94,"PRIVATE",1962,117,21,2,3,3
96,"PRIVATE",1962,117,21,3,3,3
94,"PRIVATE",1959,237,21,3,3,3
95,"PRIVATE",1959,237,21,3,2,3
92,"PRIVATE",1967,329,25,2,3,3
83,"TCHC",1973,275,20,2,2,2
90,"PRIVATE",1974,196,15,3,2,3
89,"PRIVATE",1970,195,15,3,2,3
91,"PRIVATE",1971,195,15,2,3,3
95,"PRIVATE",1974,196,15,3,3,3
98,"PRIVATE",1974,196,15,3,3,3
87,"PRIVATE",1974,197,15,2,3,3
95,"PRIVATE",1974,197,15,2,3,3
90,"PRIVATE",1922,31,4,3,3,3
85,"PRIVATE",1979,216,16,3,2,3
91,"SOCIAL HOUSING",1994,154,12,3,2,3
94,"TCHC",2010,110,12,3,3,3
98,"TCHC",2010,110,12,3,2,3
83,"PRIVATE",1927,35,3,3,2,3
92,"PRIVATE",1927,35,3,3,2,3
82,"PRIVATE",1973,375,23,2,1,3
92,"PRIVATE",1960,92,11,3,2,3
98,"PRIVATE",1960,92,11,3,2,3
88,"SOCIAL HOUSING",1988,25,4,3,2,3
90,"SOCIAL HOUSING",1988,25,4,2,2,3
92,"PRIVATE",1962,101,7,3,2,3
93,"TCHC",1980,114,7,3,3,3
83,"SOCIAL HOUSING",1984,200,8,3,3,3
87,"SOCIAL HOUSING",1984,200,8,2,2,2
99,"PRIVATE",2021,152,13,3,3,3
99,"PRIVATE",2021,152,13,3,3,3
100,"PRIVATE",2021,198,10,3,3,3
100,"PRIVATE",2021,198,10,3,3,3
84,"SOCIAL HOUSING",1967,112,13,1,2,2
93,"PRIVATE",1971,113,15,2,3,3
91,"PRIVATE",1971,113,15,3,3,3
74,"PRIVATE",1950,12,3,1,3,3
77,"PRIVATE",1950,12,3,2,2,3
65,"PRIVATE",1959,28,4,2,1,3
68,"PRIVATE",1959,18,4,2,2,3
89,"PRIVATE",1959,18,4,3,2,3
75,"SOCIAL HOUSING",1997,144,16,3,1,3
58,"PRIVATE",1960,15,3,1,1,3
90,"PRIVATE",1968,287,18,3,2,3
99,"SOCIAL HOUSING",1991,202,10,3,3,3
89,"SOCIAL HOUSING",1983,258,14,3,2,3
97,"SOCIAL HOUSING",1983,258,14,3,3,3
91,"PRIVATE",1968,218,28,3,2,3
98,"PRIVATE",1960,148,11,3,3,3
95,"PRIVATE",1969,75,7,3,2,3
91,"SOCIAL HOUSING",1995,138,15,2,2,2
93,"SOCIAL HOUSING",1995,138,15,3,2,3
73,"PRIVATE",1973,241,11,1,1,3
90,"TCHC",1980,155,7,3,2,3
91,"PRIVATE",1960,28,4,3,2,3
92,"PRIVATE",1959,41,3,3,3,3
95,"PRIVATE",1959,41,3,3,2,3
83,"PRIVATE",1968,370,22,3,2,3
88,"PRIVATE",1973,370,22,3,2,3
96,"PRIVATE",1973,370,22,3,2,3
76,"PRIVATE",1972,370,22,2,2,3
88,"PRIVATE",1972,370,22,3,2,3
93,"PRIVATE",1960,22,3,3,2,3
83,"PRIVATE",1957,12,3,2,2,3
87,"PRIVATE",1957,12,3,3,1,3
91,"PRIVATE",1958,11,3,3,3,3
93,"PRIVATE",1983,10,3,3,3,3
88,"PRIVATE",1958,22,3,3,2,3
88,"PRIVATE",1958,10,3,2,2,3
91,"PRIVATE",1958,10,3,3,2,3
91,"PRIVATE",1962,30,3,2,2,3
91,"PRIVATE",1962,30,3,3,2,3
93,"TCHC",1982,61,3,3,2,3
96,"TCHC",1982,61,3,3,2,3
100,"PRIVATE",2023,592,46,3,3,3
92,"SOCIAL HOUSING",1993,248,18,3,3,3
99,"SOCIAL HOUSING",1993,248,18,3,2,3
95,"SOCIAL HOUSING",1994,60,5,3,2,3
98,"SOCIAL HOUSING",1994,60,5,3,3,3
86,"PRIVATE",1950,12,3,3,2,3
91,"PRIVATE",1958,27,3,2,2,3
90,"PRIVATE",1958,27,3,3,2,3
98,"PRIVATE",1969,35,6,3,3,3
88,"PRIVATE",1960,142,13,3,3,2
94,"PRIVATE",1962,167,14,3,2,3
96,"PRIVATE",1962,167,14,3,2,3
88,"TCHC",1980,301,14,3,2,3
91,"PRIVATE",1965,64,4,3,2,3
90,"PRIVATE",1961,71,6,2,2,3
97,"PRIVATE",1961,71,6,3,2,3
92,"PRIVATE",1963,81,10,3,2,3
93,"PRIVATE",1963,81,10,2,2,3
97,"PRIVATE",1962,60,6,3,2,3
85,"PRIVATE",1968,60,6,3,2,3
79,"PRIVATE",1968,60,6,3,1,3
97,"PRIVATE",1959,92,6,3,2,3
96,"PRIVATE",1959,96,6,3,3,3
99,"PRIVATE",1959,96,6,3,3,3
84,"PRIVATE",1964,133,12,3,3,3
95,"PRIVATE",1964,108,12,3,2,3
97,"PRIVATE",1964,108,12,3,3,3
90,"PRIVATE",1969,120,12,2,2,3
95,"PRIVATE",1969,120,12,3,3,3
92,"PRIVATE",1967,149,11,3,2,3
95,"PRIVATE",1967,149,11,3,2,3
96,"PRIVATE",1967,247,19,3,3,3
92,"PRIVATE",1970,202,17,3,2,3
97,"PRIVATE",1970,202,17,3,3,3
79,"SOCIAL HOUSING",1982,90,6,2,1,3
92,"PRIVATE",1971,67,12,2,1,3
90,"PRIVATE",1960,170,13,3,2,3
96,"PRIVATE",1962,101,7,3,3,3
83,"PRIVATE",1962,101,7,3,2,2
96,"PRIVATE",1962,101,7,3,3,3
95,"PRIVATE",1962,154,12,3,3,3
99,"PRIVATE",1962,154,12,3,3,3
91,"PRIVATE",1964,157,14,3,2,3
95,"PRIVATE",1964,103,7,3,3,3
92,"PRIVATE",1964,104,7,3,2,3
92,"PRIVATE",1965,69,6,3,3,3
98,"PRIVATE",1965,69,6,3,3,3
81,"PRIVATE",1966,234,4,3,1,3
88,"PRIVATE",1966,234,4,3,2,3
87,"PRIVATE",1965,164,12,2,2,3
85,"PRIVATE",1969,83,4,3,2,3
99,"PRIVATE",1969,83,4,3,2,3
94,"PRIVATE",1965,164,12,3,3,3
89,"PRIVATE",1950,53,4,2,1,3
99,"PRIVATE",1950,53,4,3,3,3
81,"PRIVATE",1955,17,3,2,2,3
